,sun_Angle,sensor_value
0,0.01308996938995747,0.8033333333333333
1,0.02617993877991494,1.053311915226835
2,0.039269908169872414,1.303161995821112
3,0.05235987755982988,1.5527551105138757
4,0.06544984694978735,1.8019628680879076
5,0.07853981633974483,2.0506569873815876
6,0.09162978572970229,2.2987093339330253
7,0.10471975511965977,2.5459919565889915
8,0.11780972450961724,2.7923771240698803
9,0.1308996938995747,3.0377373614819176
10,0.14398966328953217,3.2819454867678597
11,0.15707963267948966,3.5248746470874264
12,0.17016960206944712,3.766398355118747
13,0.18325957145940458,4.006390525272086
14,0.19634954084936207,4.244725509807175
15,0.20943951023931953,4.481278134845447
16,0.222529479629277,4.715923736268556
17,0.23561944901923448,4.948538195494511
18,0.24870941840919195,5.178997975122878
19,0.2617993877991494,5.407180154440417
20,0.2748893571891069,5.632962464778675
21,0.28797932657906433,5.6156095156015695
22,0.3010692959690218,5.597432007674299
23,0.3141592653589793,5.578433055619267
24,0.32724923474893675,5.558615914809103
25,0.34033920413889424,5.537983980808861
26,0.3534291735288517,5.516540788794225
27,0.36651914291880916,5.494290012945754
28,0.37960911230876665,5.471235465819341
29,0.39269908169872414,5.447381097692954
30,0.4057890510886816,5.422730995889768
31,0.41887902047863906,5.397289384077825
32,0.43196898986859655,5.371060621546339
33,0.445058959258554,5.344049202458741
34,0.4581489286485115,5.316259755082637
35,0.47123889803846897,5.287697040996775
36,0.4843288674284264,5.258365954275173
37,0.4974188368183839,5.228271520648543
38,0.5105088062083414,5.1974188966431605
39,0.5235987755982988,5.165813368697319
40,0.5366887449882562,5.133460352255526
41,0.5497787143782138,5.100365390840597
42,0.5628686837681712,5.0665341551037955
43,0.5759586531581287,5.0319724418532
44,0.5890486225480862,4.996686173060454
45,0.6021385919380436,4.96068139484606
46,0.6152285613280011,4.923964276443411
47,0.6283185307179586,4.886541109141729
48,0.6414085001079161,4.848418305208071
49,0.6544984694978735,4.809602396788638
50,0.667588438887831,4.77010003478951
51,0.6806784082777885,4.729917987737058
52,0.6937683776677459,4.689063140618188
53,0.7068583470577035,4.647542493700631
54,0.7199483164476609,4.605363161333488
55,0.7330382858376183,4.562532370728221
56,0.7461282552275759,4.519057460720306
57,0.7592182246175333,4.474945880511761
58,0.7723081940074907,4.430205188394773
59,0.7853981633974483,4.384843050456605
60,0.7984881327874057,4.338867239266071
61,0.8115781021773631,4.292285632541734
62,0.8246680715673207,4.245106211802104
63,0.8377580409572781,4.197337060998042
64,0.8508480103472356,4.148986365127625
65,0.8639379797371931,4.100062408833679
66,0.8770279491271505,4.050573574984252
67,0.890117918517108,4.000528343236257
68,0.9032078879070655,3.9499352885825214
69,0.916297857297023,3.898803079882503
70,0.9293878266869804,3.8471404783769363
71,0.9424777960769379,3.7949563361866296
72,0.9555677654668954,3.742259594795699
73,0.9686577348568528,3.689059283519502
74,0.9817477042468103,3.6353645179574983
75,0.9948376736367678,3.5811844984313446
76,1.0079276430267252,3.5265285084084694
77,1.0210176124166828,3.4714059129113912
78,1.03410758180664,3.4158261569130777
79,1.0471975511965976,3.359798763718595
80,1.0602875205865552,3.303333333333334
81,1.0733774899765125,3.2464395408181086
82,1.08646745936647,3.189127134631376
83,1.0995574287564276,3.1314059349588916
84,1.112647398146385,3.0732858320310683
85,1.1257373675363425,3.0147767844283404
86,1.1388273369263,2.95588881737481
87,1.1519173063162573,2.8966320210204746
88,1.1650072757062149,2.837016548712335
89,1.1780972450961724,2.777052615254671
90,1.1911872144861297,2.716750495158782
91,1.2042771838760873,2.656120520882515
92,1.2173671532660448,2.5951730810598352
93,1.2304571226560022,2.5339186187207985
94,1.2435470920459597,2.472367629502189
95,1.2566370614359172,2.4105306598491416
96,1.2697270308258746,2.3484183052080705
97,1.2828170002158321,2.286041208211189
98,1.2959069696057897,2.223410056852947
99,1.308996938995747,2.1605355826587047
100,1.3220869083857045,2.097428558845938
101,1.335176877775662,2.0340997984782994
102,1.3482668471656194,1.9705601526128609
103,1.361356816555577,1.90682050844084
104,1.3744467859455345,1.8428917874221307
105,1.3875367553354918,1.778784943413975
106,1.4006267247254494,1.7145109607940718
107,1.413716694115407,1.650080852578457
108,1.4268066635053642,1.585505658534488
109,1.4398966328953218,1.520796443289231
110,1.4529866022852793,1.4559642944335918
111,1.4660765716752366,1.3910203206225218
112,1.4791665410651942,1.3259756496716018
113,1.4922565104551517,1.260841426650346
114,1.505346479845109,1.1956288119725584
115,1.5184364492350666,1.1303489794840498
116,1.5315264186250241,1.0650131145480533
117,1.5446163880149815,0.9996324121286767
118,1.557706357404939,0.9342180748727001
119,1.5707963267948966,0.8687813111900562
120,1.5838862961848539,0.8033333333333337
121,1.5969762655748114,0.8033333333333333
122,1.610066234964769,0.8033333333333333
123,1.6231562043547263,0.8033333333333333
124,1.6362461737446838,0.8033333333333333
125,1.6493361431346414,0.8033333333333333
126,1.6624261125245987,0.8033333333333333
127,1.6755160819145563,0.8033333333333333
128,1.6886060513045138,0.8033333333333333
129,1.7016960206944711,0.8033333333333333
130,1.7147859900844287,0.8033333333333333
131,1.7278759594743862,0.8033333333333333
132,1.7409659288643435,0.8033333333333333
133,1.754055898254301,0.8033333333333333
134,1.7671458676442586,0.8033333333333333
135,1.780235837034216,0.8033333333333333
136,1.7933258064241735,0.8033333333333333
137,1.806415775814131,0.8033333333333333
138,1.8195057452040884,0.8033333333333333
139,1.832595714594046,0.8033333333333333
140,1.8456856839840035,0.8033333333333333
141,1.8587756533739608,0.8033333333333333
142,1.8718656227639183,0.8033333333333333
143,1.8849555921538759,0.8033333333333333
144,1.8980455615438332,0.8033333333333333
145,1.9111355309337907,0.8033333333333333
146,1.9242255003237483,0.8033333333333333
147,1.9373154697137056,0.8033333333333333
148,1.9504054391036632,0.8033333333333333
149,1.9634954084936207,0.8033333333333333
150,1.976585377883578,0.8033333333333333
151,1.9896753472735356,0.8033333333333333
152,2.002765316663493,0.8033333333333333
153,2.0158552860534504,0.8033333333333333
154,2.028945255443408,0.8033333333333333
155,2.0420352248333655,0.8033333333333333
156,2.055125194223323,0.8033333333333333
157,2.06821516361328,0.8033333333333333
158,2.0813051330032377,0.8033333333333333
159,2.0943951023931953,0.8033333333333333
160,2.107485071783153,0.8033333333333333
161,2.1205750411731104,0.8033333333333333
162,2.133665010563068,0.8033333333333333
163,2.146754979953025,0.8033333333333333
164,2.1598449493429825,0.8033333333333333
165,2.17293491873294,0.8033333333333333
166,2.1860248881228976,0.8033333333333333
167,2.199114857512855,0.8033333333333333
168,2.2122048269028127,0.8033333333333333
169,2.22529479629277,0.8033333333333333
170,2.2383847656827274,0.8033333333333333
171,2.251474735072685,0.8033333333333333
172,2.2645647044626425,0.8033333333333333
173,2.2776546738526,0.8033333333333333
174,2.2907446432425576,0.8033333333333333
175,2.3038346126325147,0.8033333333333333
176,2.316924582022472,0.8033333333333333
177,2.3300145514124297,0.8033333333333333
178,2.3431045208023873,0.8033333333333333
179,2.356194490192345,0.8033333333333333
180,2.3692844595823024,0.8033333333333333
181,2.3823744289722595,0.8033333333333333
182,2.395464398362217,0.8033333333333333
183,2.4085543677521746,0.8033333333333333
184,2.421644337142132,0.8033333333333333
185,2.4347343065320897,0.8033333333333333
186,2.447824275922047,0.8033333333333333
187,2.4609142453120043,0.8033333333333333
188,2.474004214701962,0.8033333333333333
189,2.4870941840919194,0.8033333333333333
190,2.500184153481877,0.8033333333333333
191,2.5132741228718345,0.8033333333333333
192,2.526364092261792,0.8033333333333333
193,2.539454061651749,0.8033333333333333
194,2.5525440310417067,0.8033333333333333
195,2.5656340004316642,0.8033333333333333
196,2.5787239698216218,0.8033333333333333
197,2.5918139392115793,0.8033333333333333
198,2.604903908601537,0.8033333333333333
199,2.617993877991494,0.8033333333333333
200,2.6310838473814515,0.8033333333333333
201,2.644173816771409,0.8033333333333333
202,2.6572637861613666,0.8033333333333333
203,2.670353755551324,0.8033333333333333
204,2.6834437249412817,0.8033333333333333
205,2.696533694331239,0.8033333333333333
206,2.7096236637211963,0.8033333333333333
207,2.722713633111154,0.8033333333333333
208,2.7358036025011114,0.8033333333333333
209,2.748893571891069,0.8033333333333333
210,2.7619835412810265,0.8033333333333333
211,2.7750735106709836,0.8033333333333333
212,2.788163480060941,0.8033333333333333
213,2.8012534494508987,0.8033333333333333
214,2.8143434188408563,0.8033333333333333
215,2.827433388230814,0.8033333333333333
216,2.8405233576207713,0.8033333333333333
217,2.8536133270107285,0.8033333333333333
218,2.866703296400686,0.8033333333333333
219,2.8797932657906435,0.8033333333333333
220,2.892883235180601,0.8033333333333333
221,2.9059732045705586,0.8033333333333333
222,2.919063173960516,0.8033333333333333
223,2.9321531433504733,0.8033333333333333
224,2.945243112740431,0.8033333333333333
225,2.9583330821303884,0.8033333333333333
226,2.971423051520346,0.8033333333333333
227,2.9845130209103035,0.8033333333333333
228,2.997602990300261,0.8033333333333333
229,3.010692959690218,0.8033333333333333
230,3.0237829290801757,0.8033333333333333
231,3.036872898470133,0.8033333333333333
232,3.0499628678600907,0.8033333333333333
233,3.0630528372500483,0.8033333333333333
234,3.076142806640006,0.8033333333333333
235,3.089232776029963,0.8033333333333333
236,3.1023227454199205,0.8033333333333333
237,3.115412714809878,0.8033333333333333
238,3.1285026841998356,0.8033333333333333
